Date,Site,Trap.no,Color,Order,Family,Abundance,Include.in.analyses,Needs.ID,sample.type,ID
6/11/2019,GCH5,6,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,377
10/9/2019,GCH5,6,blue,Diptera,Sarcophagidae,1,Y,N,pinned,459
10/9/2019,GCH5,6,blue,Diptera,Sarcophagidae,1,Y,N,pinned,460
10/9/2019,GCH5,6,blue,Diptera,Sarcophagidae,1,Y,N,pinned,461
10/9/2019,GCH5,6,blue,Diptera,Syrphidae,1,Y,N,pinned,650
10/9/2019,GCH5,6,blue,Diptera,Syrphidae,1,Y,N,pinned,651
10/9/2019,GCH5,6,blue,Diptera,Syrphidae,1,Y,N,pinned,652
10/9/2019,GCH5,6,blue,Diptera,Syrphidae,1,Y,N,pinned,653
10/9/2019,GCH5,6,blue,Hemiptera,Cercopidae,1,Y,N,pinned,674
6/25/2019?,GCH5,9,blue,Coleoptera,Mordellidae,1,Y,N,pinned,784
7/10/2019,GCH5,15,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,796
7/10/2019,GCH5,12,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,798
10/9/2019,GCH5,12,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,1028
10/9/2019,GCH5,9,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,1040
10/9/2019,GCH5,12,blue,Hemiptera,Cercopidae,1,Y,N,pinned,1067
10/9/2019,GCH5,12,blue,Diptera,Sarcophagidae,1,Y,N,pinned,1079
8/8/2018,GCH5,6,blue,Diptera,Dolichopodidae,1,Y,N,pinned,1198
8/8/2018,GCH5,6,blue,Hymenoptera,Formicidae,1,Y,N,pinned,1277
8/8/2018,GCH5,9,blue,Diptera,Dolichopodidae,1,Y,N,pinned,1290
8/8/2018,GCH5,9,blue,Diptera,Dolichopodidae,1,Y,N,pinned,1308
2018 July,GCH5,3,blue,Diptera,Sarcophagidae,1,Y,N,pinned,1471
2018 July,GCH5,6,blue,Diptera,Dolichopodidae,1,Y,N,pinned,1591
2018 July,GCH5,6,blue,Diptera,Dolichopodidae,1,Y,N,pinned,1597
8/5/2020,GCH5,12,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,1647
7/20/2020,GCH5,9,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,1649
7/20/2020,GCH5,9,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,1667
8/5/2020,GCH5,12,blue,Lepidoptera,Hesperiidae,1,Y,N,pinned,1825
10/6/2020,GCH5,3,blue,Hemiptera,Cercopidae,1,Y,N,pinned,2080
8/8/2018,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
6/13/2019,GCH5,9,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/26/2019,GCH5,3,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/10/2019,GCH5,12,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/10/2019,GCH5,15,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/10/2019,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
7/10/2019,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
7/10/2019,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
7/30/2019,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
7/30/2019,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
8/28/2019,GCH5,3,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/28/2019,GCH5,3,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
9/11/2019,GCH5,12,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/11/2019,GCH5,15,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/25/2019,GCH5,3,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/7/2019,GCH5,9,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/9/2019,GCH5,9,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
10/9/2019,GCH5,15,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/20/2020,GCH5,6,blue,Hymenoptera,Apidae,1,Y,N,pinned,NA
8/5/2020,GCH5,3,blue,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/19/2020,GCH5,NA,white,Diptera,Calliphoridae,1,Y,N,vial,90
8/5/2020,GCH5,NA,white,Diptera,Calliphoridae,1,Y,N,vial,88
9/25/2019,GCH5,14,white,Diptera,Dolichopodidae,1,Y,N,vial,66
8/28/2019,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,vial,51
6/26/2019,GCH5,14,white,Diptera,Dolichopodidae,1,Y,N,vial,24
6/26/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,vial,23
8/28/2019,GCH5,14,white,Diptera,Dolichopodidae,1,Y,N,vial,52
8/13/2019,GCH5,2,white,Diptera,Dolichopodidae,1,Y,N,vial,44
10/6/2020,GCH5,NA,white,Diptera,Dolichopodidae,1,Y,N,vial,98
5/16/2019,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,vial,1
7/10/2019,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,vial,29
7/14/2020,GCH5,NA,white,Hymenoptera,Formicidae,1,Y,N,vial,82
9/11/2019,GCH5,5,white,Hymenoptera,Formicidae,1,Y,N,vial,59
9/11/2019,GCH5,2,white,Hymenoptera,Ichneumonidae,1,Y,N,vial,58
8/28/2019,GCH5,8,white,Diptera,Muscidae,1,Y,N,vial,51
9/11/2019,GCH5,2,white,Diptera,Muscidae,1,Y,N,vial,58
10/9/2019,GCH5,5,white,Diptera,Muscidae,1,Y,N,vial,73
6/13/2019,GCH5,8,white,Diptera,Muscidae,1,Y,N,vial,629
9/25/2019,GCH5,2,white,Coleoptera,Nitidulidae,1,Y,N,vial,64
9/25/2019,GCH5,14,white,Diptera,Sarcophagidae,1,Y,N,vial,66
8/13/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,vial,44
5/29/2019,GCH5,8,white,Diptera,Sarcophagidae,1,Y,N,vial,7
5/29/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,vial,6
6/26/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,vial,21
7/10/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,vial,28
9/11/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,vial,58
6/26/2019,GCH5,11,white,Diptera,Syrphidae,1,Y,N,vial,23
7/10/2019,GCH5,8,white,Diptera,Dolichopodidae,2,Y,N,vial,30
7/30/2019,GCH5,5,white,Diptera,Dolichopodidae,2,Y,N,vial,38
9/11/2019,GCH5,2,white,Diptera,Dolichopodidae,2,Y,N,vial,58
8/28/2019,GCH5,8,white,Diptera,Sarcophagidae,2,Y,N,vial,51
8/13/2019,GCH5,5,white,Diptera,Sarcophagidae,2,Y,N,vial,45
8/28/2019,GCH5,5,white,Diptera,Sarcophagidae,2,Y,N,vial,50
7/10/2019,GCH5,14,white,Diptera,Sarcophagidae,2,Y,N,vial,32
9/25/2019,GCH5,5,white,Diptera,Sarcophagidae,2,Y,N,vial,65
8/19/2020,GCH5,NA,white,Diptera,Sarcophagidae,2,Y,N,vial,90
7/10/2019,GCH5,8,white,Diptera,Sarcophagidae,2,Y,N,vial,30
10/13/2020,GCH5,NA,white,Diptera,Chloropidae,3,Y,N,vial,101
6/26/2019,GCH5,2,white,Diptera,Dolichopodidae,3,Y,N,vial,19
10/13/2020,GCH5,NA,white,Diptera,Dolichopodidae,3,Y,N,vial,101
10/9/2019,GCH5,8,white,Diptera,Dolichopodidae,3,Y,N,vial,74
6/26/2019,GCH5,11,white,Diptera,Sarcophagidae,3,Y,N,vial,23
6/26/2019,GCH5,2,white,Diptera,Sarcophagidae,3,Y,N,vial,19
8/28/2019,GCH5,14,white,Diptera,Sarcophagidae,3,Y,N,vial,52
7/10/2019,GCH5,8,white,Diptera,Sarcophagidae,3,Y,N,vial,29
6/26/2019,GCH5,8,white,Diptera,Sarcophagidae,3,Y,N,vial,22
10/9/2019,GCH5,5,white,Diptera,Dolichopodidae,4,Y,N,vial,73
6/26/2019,GCH5,5,white,Diptera,Sarcophagidae,4,Y,N,vial,20
7/10/2019,GCH5,11,white,Diptera,Sarcophagidae,4,Y,N,vial,31
7/30/2019,GCH5,11,white,Diptera,Sarcophagidae,4,Y,N,vial,639
8/13/2019,GCH5,14,white,Diptera,Sarcophagidae,5,Y,N,vial,46
6/13/2019,GCH5,14,white,Diptera,Sarcophagidae,5,Y,N,vial,14
7/30/2019,GCH5,5,white,Diptera,Sarcophagidae,5,Y,N,vial,38
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,5,Y,N,vial,73
6/13/2019,GCH5,8,white,Diptera,Sarcophagidae,5,Y,N,vial,629
9/25/2019,GCH5,2,white,Diptera,Sarcophagidae,6,Y,N,vial,64
10/9/2019,GCH5,14,white,Diptera,Sarcophagidae,6,Y,N,vial,632
6/26/2019,GCH5,14,white,Diptera,Sarcophagidae,7,Y,N,vial,24
9/3/2020,GCH5,NA,white,Diptera,Sarcophagidae,7,Y,N,vial,92
10/9/2019,GCH5,8,white,Diptera,Sarcophagidae,7,Y,N,vial,74
9/11/2019,GCH5,5,white,Diptera,Dolichopodidae,8,Y,N,vial,59
5/29/2019,GCH5,11,white,Diptera,Sarcophagidae,8,Y,N,vial,8
7/30/2019,GCH5,14,white,Diptera,Sarcophagidae,12,Y,N,vial,39
9/14/2020,GCH5,NA,white,Diptera,Dolichopodidae,14,Y,N,vial,95
9/14/2020,GCH5,NA,white,Diptera,Sarcophagidae,17,Y,N,vial,95
10/6/2020,GCH5,NA,white,Diptera,Sarcophagidae,18,Y,N,vial,98
6/26/2019,GCH5,8,white,Diptera,Dolichopodidae,22,Y,N,vial,22
7/14/2020,GCH5,NA,white,Diptera,Sarcophagidae,23,Y,N,vial,82
7/20/2020,GCH5,NA,white,Diptera,Sarcophagidae,30,Y,N,vial,85
8/5/2020,GCH5,NA,white,Diptera,Sarcophagidae,31,Y,N,vial,88
10/13/2020,GCH5,NA,white,Diptera,Sarcophagidae,35,Y,N,vial,101
7/29/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,114
7/29/2019,GCH5,8,white,Diptera,Sarcophagidae,1,Y,N,pinned,119
7/29/2019,GCH5,8,white,Diptera,Sarcophagidae,1,Y,N,pinned,120
7/29/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,121
8/13/2019,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,159
8/13/2019,GCH5,8,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,161
8/13/2019,GCH5,2,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,171
8/13/2019,GCH5,11,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,174
8/13/2019,GCH5,5,white,Coleoptera,Mordellidae,1,Y,N,pinned,184
9/25/2019,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,297
9/25/2019,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,317
9/25/2019,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,318
9/25/2019,GCH5,11,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,320
9/25/2019,GCH5,5,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,321
9/25/2019,GCH5,5,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,324
9/25/2019,GCH5,5,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,325
9/25/2019,GCH5,11,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,326
9/25/2019,GCH5,8,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,327
6/11/2019,GCH5,11,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,379
10/9/2019,GCH5,14,white,Lepidoptera,Pieridae,1,Y,N,pinned,395
10/9/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,411
10/9/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,412
10/9/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,413
10/9/2019,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,414
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,431
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,432
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,433
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,434
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,435
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,436
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,437
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,438
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,439
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,440
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,441
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,442
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,443
10/9/2019,GCH5,14,white,Diptera,Sarcophagidae,1,Y,N,pinned,508
10/9/2019,GCH5,14,white,Diptera,Sarcophagidae,1,Y,N,pinned,509
10/9/2019,GCH5,2,white,Diptera,Dolichopodidae,1,Y,N,pinned,532
10/9/2019,GCH5,5,white,Diptera,Syrphidae,1,Y,N,pinned,645
10/9/2019,GCH5,5,white,Diptera,Calliphoridae,1,Y,N,pinned,682
10/9/2019,GCH5,2,white,Diptera,Calliphoridae,1,Y,N,pinned,683
10/9/2019,GCH5,5,white,Diptera,Calliphoridae,1,Y,N,pinned,686
10/9/2019,GCH5,14,white,Hymenoptera,Cynipoidea,1,Y,N,pinned,694
6/25/2019?,GCH5,11,white,Coleoptera,Mordellidae,1,Y,N,pinned,788
10/9/2019,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,pinned,971
10/9/2019,GCH5,14,white,Diptera,Dolichopodidae,1,Y,N,pinned,992
10/9/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1015
10/9/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1016
10/9/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1017
10/9/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1018
10/9/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1019
10/9/2019,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1020
10/9/2019,GCH5,8,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,1059
10/9/2019,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,1063
10/9/2019,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,1078
10/9/2019,GCH5,11,white,Diptera,Sarcophagidae,1,Y,N,pinned,1082
8/8/2018,GCH5,8,white,Lepidoptera,Lycaenidae,1,Y,N,pinned,1163
8/8/2018,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1180
8/8/2018,GCH5,11,white,Diptera,Dolichopodidae,1,Y,N,pinned,1181
8/8/2018,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,pinned,1237
8/8/2018,GCH5,8,white,Diptera,Sarcophagidae,1,Y,N,pinned,1262
8/8/2018,GCH5,2,white,Hemiptera,Cicadellidae,1,Y,N,pinned,1287
8/8/2018,GCH5,2,white,Diptera,Chloropidae,1,Y,N,pinned,1323
2018 July,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,pinned,1335
2018 July,GCH5,2,white,Diptera,Dolichopodidae,1,Y,N,pinned,1344
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1430
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1432
7/12/2018,GCH5,14,white,Diptera,Sarcophagidae,1,Y,N,pinned,1434
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1435
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1436
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1437
7/12/2018,GCH5,14,white,Diptera,Sarcophagidae,1,Y,N,pinned,1442
2018 July,GCH5,8,white,Diptera,Sarcophagidae,1,Y,N,pinned,1491
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1494
2018 July,GCH5,8,white,Diptera,Sarcophagidae,1,Y,N,pinned,1497
2018 July,GCH5,2,white,Diptera,Sarcophagidae,1,Y,N,pinned,1503
2018 July,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,1504
7/12/2018,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,1512
2018 July,GCH5,11,white,Hymenoptera,Formicidae,1,Y,N,pinned,1541
2018 July,GCH5,2,white,Diptera,Dolichopodidae,1,Y,N,pinned,1586
2018 July,GCH5,8,white,Diptera,Dolichopodidae,1,Y,N,pinned,1596
2018 July,GCH5,5,white,Diptera,Sarcophagidae,1,Y,N,pinned,1609
8/5/2020,GCH5,14,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,1668
5/16/2019,GCH5,8,white,Lepidoptera,Hesperiidae,1,Y,N,pinned,1670
9/3/2020,GCH5,14,white,Hymenoptera,Scoliidae,1,Y,N,pinned,2021
10/13/2020,GCH5,2,white,Coleoptera,Curculionidae,1,Y,N,pinned,2072
10/6/2020,GCH5,2,white,Odonata,(Zygoptera),1,Y,N,pinned,2198
7/14/2020,GCH5,2,white,Coleoptera,Scarabaeidae,1,Y,N,pinned,2204
7/14/2020,GCH5,8,white,Coleoptera,Scarabaeidae,1,Y,N,pinned,2205
7/12/2018,GCH5,11,white,Hymenoptera,Apidae,1,Y,N,pinned,NA
6/13/2019,GCH5,5,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/13/2019,GCH5,11,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/13/2019,GCH5,8,white,Hymenoptera,Megachilidae,1,Y,N,pinned,NA
6/13/2019,GCH5,8,white,Hymenoptera,Megachilidae,1,Y,N,pinned,NA
6/26/2019,GCH5,5,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
6/26/2019,GCH5,14,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/10/2019,GCH5,2,white,Hymenoptera,Apidae,1,Y,N,pinned,NA
8/13/2019,GCH5,2,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/28/2019,GCH5,8,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/5/2020,GCH5,8,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
8/5/2020,GCH5,5,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
9/14/2020,GCH5,2,white,Hymenoptera,Halictidae,1,Y,N,pinned,NA
7/29/2019,GCH5,8?,white? unclear,Lepidoptera,Hesperiidae,1,Y,N,pinned,97
9/11/2019,GCH5,7,yellow,Hemiptera,Aphididae,1,Y,N,vial,60
8/19/2020,GCH5,NA,yellow,Diptera,Calliphoridae,1,Y,N,vial,91
10/9/2019,GCH5,10,yellow,Diptera,Chironomidae,1,Y,N,vial,78
9/25/2019,GCH5,7,yellow,Hemiptera,Cicadellidae,1,Y,N,vial,68
10/9/2019,GCH5,1,yellow,Hemiptera,Cicadellidae,1,Y,N,vial,75
10/9/2019,GCH5,7,yellow,Hemiptera,Cicadellidae,1,Y,N,vial,77
9/11/2019,GCH5,13,yellow,Diptera,Dolichopodidae,1,Y,N,vial,62
8/13/2019,GCH5,10,yellow,Diptera,Dolichopodidae,1,Y,N,vial,48
7/10/2020,GCH5,7,yellow,Diptera,Dolichopodidae,1,Y,N,vial,81
5/29/2019,GCH5,8,yellow,Diptera,Dolichopodidae,1,Y,N,vial,11
5/16/2019,GCH5,7,yellow,Diptera,Dolichopodidae,1,Y,N,vial,3
7/10/2019,GCH5,1,yellow,Diptera,Dolichopodidae,1,Y,N,vial,33
6/26/2019,GCH5,4,yellow,Diptera,Dolichopodidae,1,Y,N,vial,25
7/10/2019,GCH5,7,yellow,Diptera,Dolichopodidae,1,Y,N,vial,626
9/25/2019,GCH5,4,yellow,Hymenoptera,Formicidae,1,Y,N,vial,67
9/25/2019,GCH5,7,yellow,Hymenoptera,Ichneumonidae,1,Y,N,vial,68
9/11/2019,GCH5,10,yellow,Hemiptera,Membracidae,1,Y,N,vial,61
10/9/2019,GCH5,7,yellow,Hemiptera,Miridae,1,Y,N,vial,77
9/25/2019,GCH5,4,yellow,Hymenoptera,Proctotrupoidea,1,Y,N,vial,67
8/13/2019,GCH5,1,yellow,Diptera,Sarcophagidae,1,Y,N,vial,47
5/29/2019,GCH5,7,yellow,Diptera,Sarcophagidae,1,Y,N,vial,10
6/13/2019,GCH5,13,yellow,Diptera,Sarcophagidae,1,Y,N,vial,17
6/26/2019,GCH5,4,yellow,Diptera,Sarcophagidae,1,Y,N,vial,25
7/30/2019,GCH5,13,yellow,Diptera,Sarcophagidae,1,Y,N,vial,43
7/30/2019,GCH5,10,yellow,Diptera,Sarcophagidae,1,Y,N,vial,42
9/11/2019,GCH5,7,yellow,Diptera,Sarcophagidae,1,Y,N,vial,60
9/25/2019,GCH5,4,yellow,Diptera,Sarcophagidae,1,Y,N,vial,67
10/6/2020,GCH5,NA,yellow,Hymenoptera,Scelionidae,1,Y,N,vial,99
7/30/2019,GCH5,10,yellow,Diptera,Sciaridae,1,Y,N,vial,42
9/25/2019,GCH5,10,yellow,Diptera,Sciaridae,1,Y,N,vial,69
6/13/2019,GCH5,13,yellow,Diptera,Syrphidae,1,Y,N,vial,17
6/13/2019,GCH5,7,yellow,Diptera,Syrphidae,1,Y,N,vial,15
6/26/2019,GCH5,4,yellow,Diptera,Syrphidae,1,Y,N,vial,25
8/28/2019,GCH5,10,yellow,Diptera,Dolichopodidae,2,Y,N,vial,54
8/28/2019,GCH5,4,yellow,Diptera,Dolichopodidae,2,Y,N,vial,53
6/26/2019,GCH5,13,yellow,Diptera,Dolichopodidae,2,Y,N,vial,26
7/10/2019,GCH5,4,yellow,Diptera,Dolichopodidae,2,Y,N,vial,34
9/11/2019,GCH5,7,yellow,Hymenoptera,Formicidae,2,Y,N,vial,60
8/13/2019,GCH5,10,yellow,Diptera,Sarcophagidae,2,Y,N,vial,48
7/10/2019,GCH5,13,yellow,Diptera,Sarcophagidae,2,Y,N,vial,35
8/28/2019,GCH5,4,yellow,Diptera,Sarcophagidae,2,Y,N,vial,53
10/9/2019,GCH5,13,yellow,Diptera,Sarcophagidae,2,Y,N,vial,79
10/6/2020,GCH5,NA,yellow,Diptera,Syrphidae,2,Y,N,vial,99
8/28/2019,GCH5,13,yellow,Diptera,Dolichopodidae,3,Y,N,vial,55
8/5/2020,GCH5,NA,yellow,Diptera,Dolichopodidae,3,Y,N,vial,89
